Rk,School,Overall G,Overall W,Overall L,Overall W-L%,OverallSRS,Overall SOS,Conference W,Conference L,Home W,Home L,Away W,Away L,Points Team,PPG,Points Opponent,OPPG,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,Abilene Christian,31,13,18,0.419,-13.93,-7.53,8,10,10,5,2,12,2209,71.25806452,2272,73.29032258,1250,771,1704,0.452,209,570,0.367,458,653,0.701,269,991,422,233,78,418,681
2,Air Force,32,14,18,0.438,-5.51,0.66,5,13,12,5,2,13,2189,68.40625,2330,72.8125,1300,752,1758,0.428,202,596,0.339,483,707,0.683,283,1107,420,196,58,423,617
3,Akron,35,26,9,0.743,5.55,-1.24,13,5,15,0,6,8,2682,76.62857143,2381,68.02857143,1405,911,2111,0.432,409,1069,0.383,451,659,0.684,373,1310,507,190,137,381,618
4,Alabama A&M,29,11,18,0.379,-13.47,-10.75,6,12,6,5,4,12,1974,68.06896552,2042,70.4137931,1175,681,1632,0.417,175,599,0.292,439,642,0.684,330,1000,366,163,61,340,561
5,Alabama-Birmingham,33,26,7,0.788,3.5,-3.07,16,2,16,0,10,4,2606,78.96969697,2323,70.39393939,1340,942,1970,0.478,250,671,0.373,472,654,0.722,366,1259,607,213,201,414,579
6,Alabama State,31,14,17,0.452,-13.11,-9.35,9,9,8,3,5,12,2217,71.51612903,2308,74.4516129,1260,788,1918,0.411,215,647,0.332,426,623,0.684,389,1153,372,181,107,371,646
7,Alabama,33,18,15,0.545,7.14,8.62,8,10,10,4,5,8,2193,66.45454545,2242,67.93939394,1330,738,1750,0.422,259,763,0.339,458,712,0.643,327,1141,347,192,175,438,631
8,Albany (NY),33,24,9,0.727,0.93,-7.57,13,3,14,1,10,8,2495,75.60606061,2180,66.06060606,1335,848,1850,0.458,188,587,0.32,611,814,0.751,387,1276,410,216,52,413,581
9,Alcorn State,30,15,15,0.5,-16.01,-9.94,13,5,9,2,6,9,2014,67.13333333,2164,72.13333333,1225,691,1692,0.408,174,566,0.307,458,676,0.678,384,1072,272,134,111,429,548
10,American,31,12,19,0.387,-14.18,-6.08,9,9,5,7,7,12,1785,57.58064516,2036,65.67741935,1250,631,1487,0.424,195,572,0.341,328,471,0.696,218,874,348,176,69,428,566
11,Appalachian State,31,9,22,0.29,-7.91,-1.1,7,13,6,7,2,12,2187,70.5483871,2398,77.35483871,1240,719,1795,0.401,256,720,0.356,493,701,0.703,393,1142,357,127,103,462,666
12,Arizona State,32,15,17,0.469,8.28,8.96,5,13,11,6,3,9,2345,73.28125,2367,73.96875,1290,796,1919,0.415,254,757,0.336,499,726,0.687,394,1177,405,170,86,384,649
13,Arizona NCAA,34,25,9,0.735,18.79,7.23,12,6,17,1,5,5,2735,80.44117647,2342,68.88235294,1390,946,1970,0.48,221,580,0.381,622,863,0.721,394,1368,485,164,161,442,621
14,Arkansas-Little Rock NCAA,35,30,5,0.857,7.12,-1.76,17,3,14,0,12,4,2487,71.05714286,2129,60.82857143,1415,886,1958,0.453,266,693,0.384,449,616,0.729,315,1195,451,230,106,355,640
15,Arkansas-Pine Bluff,33,8,25,0.242,-19.31,-5.52,6,12,3,6,4,17,1867,56.57575758,2322,70.36363636,1325,674,1722,0.391,202,666,0.303,317,519,0.611,322,1004,317,235,123,516,723
16,Arkansas State,31,11,20,0.355,-7.48,-2.37,7,13,9,6,2,14,2282,73.61290323,2353,75.90322581,1260,770,1873,0.411,180,570,0.316,562,766,0.734,334,1243,381,157,136,398,613
17,Arkansas,32,16,16,0.5,10.23,6.76,9,9,13,4,3,8,2501,78.15625,2390,74.6875,1305,883,1992,0.443,216,544,0.397,519,748,0.694,374,1187,518,233,165,357,687
18,Army,33,19,14,0.576,-7.32,-8.13,9,9,7,8,11,6,2539,76.93939394,2474,74.96969697,1350,895,2084,0.429,294,877,0.335,455,656,0.694,408,1338,501,163,123,448,628
19,Auburn,31,11,20,0.355,0.15,7.54,5,13,8,7,2,11,2192,70.70967742,2421,78.09677419,1245,724,1820,0.398,272,799,0.34,472,746,0.633,346,1134,352,166,126,428,658
20,Austin Peay NCAA,36,18,18,0.5,-6.04,-2.98,7,9,7,7,7,9,2740,76.11111111,2765,76.80555556,1460,945,2049,0.461,223,645,0.346,627,936,0.67,422,1326,479,250,101,502,633
21,Ball State,35,21,14,0.6,0.11,-2.98,10,8,13,6,6,8,2479,70.82857143,2338,66.8,1430,855,1919,0.446,305,818,0.373,464,670,0.693,330,1275,512,191,126,465,665
22,Baylor NCAA,34,22,12,0.647,16.13,9.76,10,8,15,5,6,5,2621,77.08823529,2366,69.58823529,1375,933,2003,0.466,210,572,0.367,545,752,0.725,467,1267,603,269,135,432,660
23,Belmont,32,20,12,0.625,1.19,-2.1,12,4,11,1,8,10,2638,82.4375,2510,78.4375,1285,914,1849,0.494,338,931,0.363,472,650,0.726,271,1105,544,145,81,450,639
24,Bethune-Cookman,32,14,18,0.438,-14.35,-9.18,10,6,9,2,5,13,2258,70.5625,2330,72.8125,1295,799,1932,0.414,249,787,0.316,411,597,0.688,407,1186,371,197,191,415,601
25,Binghamton,30,8,22,0.267,-14.08,-6.35,5,11,5,9,3,13,1827,60.9,2059,68.63333333,1205,629,1614,0.39,171,599,0.285,398,584,0.682,273,1023,333,161,68,419,558
26,Boise State,32,20,12,0.625,7.23,3.13,11,7,14,2,5,7,2480,77.5,2246,70.1875,1290,842,1859,0.453,261,788,0.331,535,755,0.709,315,1110,430,209,64,372,622
27,Boston College,32,7,25,0.219,-1.61,7.67,0,18,6,11,0,10,1959,61.21875,2256,70.5,1285,717,1752,0.409,230,708,0.325,295,453,0.651,243,993,410,181,93,431,576
28,Boston University,34,19,15,0.559,-6.79,-6.37,11,7,9,6,10,9,2483,73.02941176,2464,72.47058824,1375,859,1893,0.454,272,748,0.364,493,688,0.717,311,1216,456,204,129,468,641
29,Bowling Green State,34,16,18,0.471,-5.88,-1.85,5,13,7,8,7,8,2400,70.58823529,2457,72.26470588,1360,849,1913,0.444,203,563,0.361,499,761,0.656,345,1238,398,209,113,430,655
30,Bradley,32,5,27,0.156,-10.91,3.7,3,15,4,11,1,12,1793,56.03125,2238,69.9375,1290,606,1596,0.38,165,590,0.28,416,628,0.662,276,1083,292,142,87,548,744
31,Brigham Young,37,26,11,0.703,12.36,2.36,13,5,17,2,6,6,3093,83.59459459,2692,72.75675676,1485,1096,2369,0.463,330,863,0.382,571,827,0.69,441,1514,611,256,161,434,690
32,Brown,28,8,20,0.286,-8.05,-2.82,3,11,7,6,1,13,2040,72.85714286,2155,76.96428571,1140,697,1625,0.429,225,639,0.352,421,600,0.702,272,1019,414,150,114,376,543
33,Bryant,31,8,23,0.258,-18.58,-6.71,5,13,4,10,4,13,2018,65.09677419,2361,76.16129032,1250,755,1798,0.42,198,615,0.322,310,482,0.643,300,1048,415,176,83,420,591
34,Bucknell,31,17,14,0.548,-2.09,-5.89,14,4,8,7,9,7,2448,78.96774194,2288,73.80645161,1265,831,1788,0.465,233,639,0.365,553,774,0.714,317,1137,489,204,100,423,657
35,Buffalo NCAA,35,20,15,0.571,1.34,0.9,10,8,10,5,5,9,2709,77.4,2634,75.25714286,1410,915,2096,0.437,263,776,0.339,616,867,0.71,425,1363,441,240,124,475,748
36,Butler NCAA,33,22,11,0.667,16.46,7.55,10,8,13,3,5,5,2638,79.93939394,2344,71.03030303,1325,918,1969,0.466,236,601,0.393,566,774,0.731,366,1188,468,227,107,335,646
