Rk,School,Overall G,Overall W,Overall L,Overall W-L%,OverallSRS,Overall SOS,Conference W,Conference L,Home W,Home L,Away W,Away L,Points Team,PPG,Points Opponent,OPPG,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
277,South Carolina Upstate,36,24,12,0.667,-2.28,-7.5,8,6,14,5,9,7,2579,71.63888889,2198,61.05555556,1440,938,2124,0.442,290,863,0.336,413,631,0.655,482,1372,534,283,114,390,588
278,South Carolina,33,17,16,0.515,10.55,8.24,6,12,10,6,3,7,2146,65.03030303,2046,62,1320,735,1819,0.404,180,599,0.301,496,673,0.737,406,1178,437,208,133,424,634
279,South Dakota State,35,24,11,0.686,3.32,-3.23,12,4,13,0,7,9,2572,73.48571429,2277,65.05714286,1411,867,1918,0.452,280,732,0.383,556,780,0.713,337,1254,428,191,129,399,691
280,South Dakota,33,17,16,0.515,-4.9,-3.48,9,7,8,6,8,7,2309,69.96969697,2312,70.06060606,1350,811,1924,0.422,212,589,0.36,475,650,0.731,384,1169,388,184,80,372,603
281,South Florida,32,9,23,0.281,-4.96,2.56,3,15,8,9,1,13,1970,61.5625,2189,68.40625,1295,745,1720,0.433,136,448,0.304,344,556,0.619,343,1084,362,184,156,436,609
282,Southeast Missouri State,30,13,17,0.433,-5.23,-3.73,7,9,9,5,4,9,2087,69.56666667,2064,68.8,1205,742,1686,0.44,189,553,0.342,414,621,0.667,346,1050,378,218,132,394,598
283,Southeastern Louisiana,32,9,23,0.281,-10.97,-6.14,6,12,6,6,3,16,2186,68.3125,2324,72.625,1295,807,1760,0.459,185,591,0.313,387,582,0.665,311,1068,389,194,112,492,590
284,Southern California,32,12,20,0.375,2.15,6.15,3,15,8,8,2,9,2143,66.96875,2271,70.96875,1300,787,1863,0.422,170,517,0.329,399,629,0.634,366,1149,397,208,133,446,565
285,SIU Edwardsville,28,12,16,0.429,-7.28,-4.54,8,8,11,3,1,12,1909,68.17857143,1884,67.28571429,1125,660,1532,0.431,198,521,0.38,391,579,0.675,292,969,345,178,120,375,518
286,Southern Illinois,33,12,21,0.364,-3.48,-0.6,4,14,8,7,2,12,1968,59.63636364,2044,61.93939394,1320,681,1626,0.419,138,418,0.33,468,667,0.702,327,1027,274,221,72,423,605
287,SMU,34,27,7,0.794,12.94,3.57,15,3,16,2,8,4,2350,69.11764706,2032,59.76470588,1365,832,1750,0.475,145,400,0.363,541,770,0.703,388,1244,524,237,146,426,551
288,Southern Mississippi,29,9,20,0.31,-10.03,-0.06,4,14,8,7,1,13,1742,60.06896552,1978,68.20689655,1170,618,1438,0.43,183,554,0.33,323,515,0.627,248,863,352,178,63,408,449
289,Southern Utah,29,10,19,0.345,-11.98,-5.48,7,11,5,7,4,11,2011,69.34482759,2146,74,1170,700,1537,0.455,210,537,0.391,401,599,0.669,218,920,344,144,108,393,651
290,Southern,35,18,17,0.514,-9.95,-8.23,13,5,9,4,7,10,2259,64.54285714,2226,63.6,1410,801,1895,0.423,150,484,0.31,507,775,0.654,403,1262,359,240,145,462,702
291,St. Bonaventure,31,18,13,0.581,3.93,1.34,10,8,8,6,7,6,2085,67.25806452,2005,64.67741935,1250,733,1723,0.425,158,503,0.314,461,653,0.706,384,1153,383,206,149,384,535
292,St. Francis (NY),35,23,12,0.657,-2.14,-6.2,15,3,12,4,9,7,2418,69.08571429,2262,64.62857143,1415,837,2005,0.417,195,662,0.295,549,809,0.679,521,1361,431,232,172,459,643
293,St. John's,33,21,12,0.636,11.85,9.04,10,8,15,3,5,6,2343,71,2240,67.87878788,1325,835,1890,0.442,198,569,0.348,475,687,0.691,336,1164,408,246,210,352,587
294,Stanford,37,24,13,0.649,12.33,7.33,9,9,16,3,4,8,2676,72.32432432,2491,67.32432432,1505,908,2089,0.435,246,651,0.378,614,846,0.726,428,1363,435,204,102,399,708
295,Stephen F. Austin,34,29,5,0.853,8.61,-4.2,17,1,15,1,10,3,2672,78.58823529,2188,64.35294118,1365,911,1870,0.487,262,692,0.379,588,799,0.736,413,1176,596,259,120,476,734
296,Stetson,31,9,22,0.29,-16.22,-6.68,3,11,7,7,1,15,2064,66.58064516,2290,73.87096774,1240,744,1717,0.433,193,586,0.329,383,583,0.657,297,1041,388,139,103,384,543
297,Stony Brook,35,23,12,0.657,-0.03,-4.03,12,4,13,2,9,10,2290,65.42857143,2102,60.05714286,1405,835,1999,0.418,191,576,0.332,429,647,0.663,488,1395,420,180,147,416,578
298,Syracuse,31,18,13,0.581,11.91,7.68,9,9,13,5,4,7,2096,67.61290323,1965,63.38709677,1250,763,1775,0.43,155,515,0.301,415,629,0.66,373,1135,468,258,157,370,471
299,Temple,37,26,11,0.703,8.2,3.52,13,5,16,2,7,5,2436,65.83783784,2263,61.16216216,1485,833,2149,0.388,235,772,0.304,535,765,0.699,453,1410,457,254,165,352,632
300,Tennessee-Martin,34,21,13,0.618,-2.12,-3.9,10,6,9,3,12,9,2390,70.29411765,2224,65.41176471,1375,855,1838,0.465,268,681,0.394,412,582,0.708,332,1175,441,178,63,394,507
301,Tennessee State,31,5,26,0.161,-14.93,-2.38,2,14,5,8,0,17,1793,57.83870968,2111,68.09677419,1240,611,1548,0.395,170,486,0.35,401,648,0.619,297,1022,294,167,108,446,628
302,Tennessee Tech,30,12,18,0.4,-6.49,-3.99,4,12,10,4,2,14,2118,70.6,2095,69.83333333,1205,768,1741,0.441,169,526,0.321,413,609,0.678,396,1110,395,186,103,412,567
303,Tennessee,32,16,16,0.5,7.23,8.16,7,11,9,7,5,5,2025,63.28125,2055,64.21875,1285,725,1706,0.425,194,586,0.331,381,551,0.691,396,1040,350,247,108,387,625
304,Texas A&M-Corpus Christi,34,20,14,0.588,-5.58,-6.43,13,5,10,4,8,8,2266,66.64705882,2192,64.47058824,1365,748,1678,0.446,165,499,0.331,605,881,0.687,333,1101,354,230,91,430,693
305,Texas A&M,33,21,12,0.636,10.73,5.91,11,7,14,4,5,6,2236,67.75757576,2077,62.93939394,1330,805,1778,0.453,181,521,0.347,445,676,0.658,374,1197,485,186,97,410,595
306,Texas-Arlington,31,16,15,0.516,-3.59,-2.76,10,10,9,5,7,9,2220,71.61290323,2206,71.16129032,1245,779,1773,0.439,205,648,0.316,457,679,0.673,352,1144,399,206,107,453,654
307,Texas Christian,33,18,15,0.545,11.1,5.32,4,14,13,6,2,8,2249,68.15151515,2058,62.36363636,1330,791,1809,0.437,150,459,0.327,517,841,0.615,445,1214,435,207,176,395,681
308,Texas-El Paso,33,22,11,0.667,4.89,-0.51,13,5,13,2,5,7,2282,69.15151515,2104,63.75757576,1325,800,1717,0.466,185,506,0.366,497,752,0.661,312,1140,452,178,133,406,566
309,Texas-Rio Grande Valley,31,10,21,0.323,-14.46,-4.68,4,10,8,4,1,15,1927,62.16129032,2179,70.29032258,1240,678,1610,0.421,130,433,0.3,441,652,0.676,322,1000,411,171,102,417,544
310,Texas-San Antonio,30,14,16,0.467,-3.33,-2.61,8,10,7,8,7,7,2120,70.66666667,2111,70.36666667,1205,717,1701,0.422,191,587,0.325,495,708,0.699,387,1071,370,213,69,370,501
311,Texas Southern,35,22,13,0.629,-5.98,-6.09,16,2,9,1,10,11,2390,68.28571429,2386,68.17142857,1430,818,1840,0.445,185,574,0.322,569,861,0.661,394,1193,375,214,109,454,609
312,Texas State,31,14,17,0.452,-5.25,-3.36,7,13,9,6,4,10,1905,61.4516129,1854,59.80645161,1265,664,1645,0.404,159,506,0.314,418,606,0.69,315,1003,345,224,77,395,546
313,Texas Tech,32,13,19,0.406,3.77,7.2,3,15,13,6,0,10,1949,60.90625,2059,64.34375,1290,652,1610,0.405,169,524,0.323,476,742,0.642,374,1072,356,187,131,442,558
314,Texas,34,20,14,0.588,16.16,9.07,8,10,13,5,4,7,2290,67.35294118,2049,60.26470588,1375,796,1837,0.433,212,626,0.339,486,671,0.724,422,1351,442,128,265,435,555
315,Toledo,33,20,13,0.606,4.86,0.62,11,7,10,4,9,7,2483,75.24242424,2343,71,1330,863,1837,0.47,195,533,0.366,562,757,0.742,360,1204,432,170,108,405,563
316,Towson,32,12,20,0.375,-7.02,-3.8,5,13,4,9,6,10,2034,63.5625,2080,65,1300,689,1678,0.411,134,429,0.312,522,787,0.663,468,1256,290,113,127,423,672
317,Troy,29,10,19,0.345,-8.72,-5.09,5,15,5,9,4,10,1946,67.10344828,2013,69.4137931,1170,674,1566,0.43,192,577,0.333,406,612,0.663,316,986,271,193,61,410,456
318,Tulane,31,15,16,0.484,-1.51,0.32,6,12,9,8,6,5,1973,63.64516129,1984,64,1265,699,1700,0.411,199,610,0.326,376,579,0.649,365,1076,349,193,62,397,550
319,Tulsa,34,23,11,0.676,6.66,2.81,14,4,13,5,8,4,2188,64.35294118,2064,60.70588235,1370,758,1820,0.416,188,586,0.321,484,746,0.649,375,1246,375,198,116,389,573
320,UCLA,36,22,14,0.611,12.07,8.27,11,7,16,1,2,8,2590,71.94444444,2453,68.13888889,1450,930,2099,0.443,223,606,0.368,507,750,0.676,440,1367,498,238,139,430,645
321,Utah State,31,18,13,0.581,2.92,0.28,11,7,11,5,7,7,2064,66.58064516,1973,63.64516129,1255,721,1596,0.452,233,591,0.394,389,579,0.672,215,978,445,149,142,323,505
322,Utah Valley,30,11,19,0.367,-12.72,-4.87,5,9,8,5,3,13,1758,58.6,1923,64.1,1200,616,1540,0.4,169,566,0.299,357,514,0.695,297,989,387,134,69,385,519
323,Utah,35,26,9,0.743,20.98,7.42,13,5,16,1,6,5,2496,71.31428571,1999,57.11428571,1405,849,1760,0.482,264,654,0.404,534,760,0.703,322,1204,489,208,175,407,581
324,Valparaiso,34,28,6,0.824,6.29,-2,13,3,15,1,8,4,2366,69.58823529,2021,59.44117647,1365,837,1836,0.456,236,620,0.381,456,676,0.675,397,1276,443,203,157,422,563
325,Vanderbilt,35,21,14,0.6,11.89,6.22,9,9,15,4,5,8,2472,70.62857143,2252,64.34285714,1420,838,1775,0.472,255,651,0.392,541,764,0.708,339,1184,541,168,186,452,603
326,Vermont,34,20,14,0.588,1.21,-5.52,12,4,13,4,7,10,2279,67.02941176,2012,59.17647059,1370,801,1701,0.471,182,513,0.355,495,715,0.692,274,1129,446,216,173,442,648
327,Villanova,36,33,3,0.917,23.13,7.55,16,2,15,0,9,2,2754,76.5,2193,60.91666667,1450,916,1951,0.47,326,837,0.389,596,815,0.731,371,1235,570,278,146,382,596
328,VCU,36,26,10,0.722,12.79,6.1,12,6,12,4,8,4,2609,72.47222222,2368,65.77777778,1475,896,2139,0.419,293,854,0.343,524,797,0.657,444,1277,456,342,153,383,690
329,VMI,30,11,19,0.367,-9.85,-3.92,7,11,6,7,4,9,2415,80.5,2428,80.93333333,1220,829,2074,0.4,342,1078,0.317,415,607,0.684,434,1178,408,255,177,449,646
330,Virginia Tech,33,11,22,0.333,1.29,5.32,2,16,9,9,0,11,2156,65.33333333,2289,69.36363636,1330,779,1747,0.446,241,619,0.389,357,558,0.64,274,978,395,144,97,386,598
331,Virginia,34,30,4,0.882,21.73,7.81,16,2,15,1,11,1,2224,65.41176471,1751,51.5,1370,804,1758,0.457,170,483,0.352,446,614,0.726,358,1232,430,186,143,316,484
332,Wagner,30,10,20,0.333,-11.47,-4.99,8,10,8,5,2,15,2052,68.4,2206,73.53333333,1220,722,1804,0.4,179,574,0.312,429,616,0.696,445,1112,324,195,79,420,681
333,Wake Forest,32,13,19,0.406,4.62,7.68,5,13,11,7,2,10,2209,69.03125,2307,72.09375,1295,762,1809,0.421,206,614,0.336,479,751,0.638,375,1200,451,208,123,428,579
334,Washington State,31,13,18,0.419,0.14,6.08,7,11,8,6,3,9,2189,70.61290323,2373,76.5483871,1255,743,1712,0.434,214,626,0.342,489,679,0.72,282,1026,453,120,102,367,570
335,Washington,31,16,15,0.516,5.57,4.83,5,13,8,7,3,7,2128,68.64516129,2105,67.90322581,1245,765,1747,0.438,193,579,0.333,405,593,0.683,329,1082,412,152,153,361,535
336,Weber State,30,13,17,0.433,-7.29,-3.5,8,10,8,6,4,9,2010,67,2041,68.03333333,1210,641,1518,0.422,217,607,0.357,511,683,0.748,283,997,358,158,120,402,539
337,West Virginia,35,25,10,0.714,15.12,9.29,11,7,12,3,5,5,2542,72.62857143,2338,66.8,1410,872,2138,0.408,227,719,0.316,571,863,0.662,575,1272,494,376,96,453,821
338,Western Carolina,32,15,17,0.469,-5.83,-3.56,9,9,7,5,6,10,2251,70.34375,2284,71.375,1305,799,1839,0.434,197,576,0.342,456,651,0.7,401,1130,375,260,141,435,671
339,Western Illinois,28,8,20,0.286,-13.81,-2.93,3,13,8,6,0,13,1747,62.39285714,1983,70.82142857,1125,618,1543,0.401,188,537,0.35,323,463,0.698,207,907,335,148,67,352,483
340,Western Kentucky,32,20,12,0.625,1.12,-0.44,12,6,13,3,5,8,2285,71.40625,2149,67.15625,1295,793,1824,0.435,248,685,0.362,451,690,0.654,363,1190,456,175,106,413,580
341,Western Michigan,34,20,14,0.588,0.25,0.19,10,8,13,3,5,9,2401,70.61764706,2354,69.23529412,1375,819,1802,0.454,236,649,0.364,527,750,0.703,338,1108,424,220,77,406,615
342,Wichita State,35,30,5,0.857,15.56,3.68,17,1,15,0,10,2,2460,70.28571429,2008,57.37142857,1410,860,1933,0.445,239,670,0.357,501,715,0.701,415,1245,476,250,134,327,587
343,William & Mary,33,20,13,0.606,2.82,-1.15,12,6,12,2,6,10,2414,73.15151515,2208,66.90909091,1330,834,1726,0.483,293,736,0.398,453,617,0.734,248,1065,487,204,137,379,513
344,Winthrop,32,19,13,0.594,-3.9,-7.38,12,6,11,3,6,9,2356,73.625,2159,67.46875,1300,812,1809,0.449,251,700,0.359,481,664,0.724,332,1127,388,224,140,387,574
345,Wisconsin,40,36,4,0.9,24.61,10.29,16,2,15,1,10,2,2900,72.5,2327,58.175,1610,1014,2115,0.479,288,790,0.365,584,765,0.763,383,1338,504,174,127,296,501
346,Wofford,35,28,7,0.8,2.56,-2.98,16,2,13,1,10,5,2331,66.6,2089,59.68571429,1400,818,1802,0.454,222,596,0.372,473,688,0.688,324,1139,461,228,87,379,589
347,Wright State,31,11,20,0.355,-6.41,-1.14,3,13,4,8,6,10,1989,64.16129032,2107,67.96774194,1250,715,1619,0.442,194,571,0.34,365,524,0.697,232,902,407,168,75,373,594
348,Wyoming,35,25,10,0.714,3.81,-0.04,11,7,17,2,5,7,2151,61.45714286,1974,56.4,1430,747,1619,0.461,209,642,0.326,448,638,0.702,216,1047,501,191,102,392,481
349,Xavier,37,23,14,0.622,15.42,9.48,9,9,13,3,5,7,2712,73.2972973,2492,67.35135135,1505,956,2011,0.475,234,666,0.351,566,775,0.73,364,1282,596,223,106,447,661
350,Yale,33,22,10,0.688,3.53,-0.87,11,4,9,3,11,6,2164,65.57575758,1931,58.51515152,1300,740,1667,0.444,220,595,0.37,464,653,0.711,360,1139,437,188,127,406,552
351,Youngstown State,32,11,21,0.344,-7.63,-1.73,2,14,6,9,3,12,2287,71.46875,2394,74.8125,1290,807,1826,0.442,208,588,0.354,465,670,0.694,315,1055,450,192,67,374,586
