Rk,School,Overall G,Overall W,Overall L,Overall W-L%,Overall SRS,Overall SOS,Conference W,Conference L,Home W,Home L,Away W,Away L,Points Team,Points Opponent,Opponent Pace,Opponent ORtg,Opponent FTr,Opponent 3PAr,Opponent TS%,Opponent TRB%,Opponent AST%,Opponent STL%,Opponent BLK%,Oppone t eFG%,Opponent TOV%,Opponent ORB%,Opponent Advanced FT/FGA
195,Navy,32,13,19,0.406,-7.87,-3.61,8,10,8,8,4,10,1952,2059,61.5,104.6,0.356,0.378,0.558,50.4,60.6,9.6,8.9,0.527,18,29.2,0.252
196,Nebraska-Omaha,29,12,17,0.414,-7.18,-5.14,5,11,7,6,5,11,2226,2256,73.4,105.1,0.388,0.345,0.567,49.9,57,8.6,9,0.53,18.1,28.9,0.284
197,Nebraska,31,13,18,0.419,5.9,7.58,5,13,10,6,1,11,1905,1957,63.8,97.3,0.385,0.382,0.508,51.5,49.3,9.1,9.2,0.468,17.7,30.2,0.267
198,Nevada-Las Vegas,33,18,15,0.545,5.41,3.38,8,10,13,4,4,8,2250,2125,65.1,97.8,0.291,0.305,0.478,51,51.2,8,8.8,0.447,13.8,31.9,0.194
199,Nevada,31,9,22,0.29,-6.03,1.08,5,13,7,8,2,11,1874,2061,63.8,103.8,0.395,0.341,0.507,46,56.2,9.6,10.7,0.471,13.3,32,0.262
200,New Hampshire,32,19,13,0.594,-3.76,-6.29,11,5,12,3,7,10,2148,1973,64.5,93.7,0.4,0.33,0.497,46.6,41.4,8.5,6.8,0.454,16,22.4,0.276
201,New Mexico State NCAA,34,23,11,0.676,3.71,-3.67,13,1,15,2,6,8,2316,2033,62.9,94.3,0.322,0.237,0.497,45.1,49.1,8.6,5.9,0.461,18,30.5,0.223
202,New Mexico,31,15,16,0.484,2.8,1.03,7,11,10,5,4,8,1921,1866,61.9,96.1,0.329,0.417,0.504,46.3,59.7,9.7,9.3,0.467,16.3,26.3,0.231
203,New Orleans,29,11,18,0.379,-11.86,-6.36,6,12,8,4,2,13,2062,2133,70,104.3,0.44,0.309,0.564,48.6,49.7,10.7,10.3,0.539,19.1,31.8,0.285
204,Niagara,30,8,22,0.267,-9.27,-1.8,7,13,4,10,4,10,1930,2154,65.5,108.8,0.363,0.351,0.568,49.9,58.1,9.6,11.6,0.537,15.9,29.5,0.256
205,Nicholls State,29,10,19,0.345,-15.84,-5.3,7,11,7,6,3,12,1885,2117,68.4,105.8,0.498,0.318,0.544,51,48.6,12.2,9.5,0.494,17.2,33.9,0.356
206,NJIT,33,21,12,0.636,-3.21,-4.07,0,0,15,2,6,10,2368,2229,67.3,100.4,0.425,0.356,0.515,50.4,50.4,10.1,9.7,0.462,16.8,32.6,0.314
207,Norfolk State,34,20,14,0.588,-4.66,-6.35,12,4,10,3,7,10,2385,2254,65.4,99.9,0.391,0.402,0.51,46.3,54.5,8.6,9.3,0.477,16.1,30.1,0.256
208,North Carolina-Asheville,31,15,16,0.484,-7.19,-5.65,10,8,8,6,6,10,2242,2183,69,101.7,0.415,0.346,0.521,49.5,55.8,11,9.4,0.481,16.4,32.2,0.285
209,North Carolina A&T,32,9,23,0.281,-16.76,-8.02,6,10,7,5,2,15,1884,2112,63.3,103.8,0.406,0.362,0.526,50.2,56.7,11.6,7.4,0.489,16.3,34.7,0.277
210,North Carolina Central,33,25,8,0.758,0.66,-8.67,16,0,12,0,9,7,2278,1821,62.6,87.8,0.422,0.35,0.46,46.9,46.1,8.3,8.6,0.41,18.2,29.7,0.285
211,North Carolina-Greensboro,33,11,22,0.333,-7.99,-4.36,6,12,6,10,4,9,2290,2337,67.1,104.8,0.467,0.364,0.549,49.6,50.2,8.8,8,0.504,16.5,29.8,0.333
212,North Carolina State NCAA,36,22,14,0.611,14.11,9.72,10,8,14,6,5,5,2525,2367,64.5,101.2,0.347,0.313,0.495,47.7,51.5,8.2,10.1,0.455,12.7,30.1,0.244
213,North Carolina-Wilmington,32,18,14,0.563,-2.53,-1.92,12,6,10,2,7,11,2239,2200,67.9,100.1,0.463,0.307,0.519,50.3,49.8,9.1,8.3,0.475,17.5,32,0.317
214,North Carolina NCAA,38,26,12,0.684,20.63,11.76,11,7,10,5,7,4,2953,2616,69.2,98.9,0.378,0.368,0.497,44.8,52.4,9.6,8.2,0.454,15.1,31.2,0.265
215,North Dakota State NCAA,33,23,10,0.697,-1.72,-3.63,12,4,14,0,5,8,2141,2057,61.9,99.6,0.304,0.335,0.521,48.7,51.3,7.3,7.2,0.483,14.9,23.1,0.225
216,North Dakota,30,8,22,0.267,-12.16,-3.73,4,14,3,9,4,12,2032,2201,68.2,106.7,0.414,0.299,0.559,52.6,51.9,9.4,9.4,0.522,16.9,29.2,0.294
217,North Florida NCAA,35,23,12,0.657,-0.82,-5.94,12,2,12,2,9,9,2651,2385,67.7,100.7,0.328,0.278,0.508,49.3,47,9.7,8.6,0.476,15.3,31.3,0.222
218,North Texas,31,14,17,0.452,-4.95,-0.71,8,10,11,6,3,10,2025,2113,67,101.3,0.366,0.398,0.521,50.5,50.8,10.3,8.5,0.488,17.3,32.5,0.247
219,Northeastern NCAA,35,23,12,0.657,2.03,-1.34,12,6,9,3,8,7,2397,2279,63.5,101.5,0.25,0.287,0.522,45.8,49.9,11.1,9.8,0.498,13.8,25.2,0.172
220,Northern Arizona,38,23,15,0.605,-3.48,-4.13,13,5,13,2,8,12,2606,2556,65.2,102,0.381,0.33,0.524,46,45.5,8.2,9.2,0.482,14.6,26.3,0.274
221,Northern Colorado,30,15,15,0.5,-6.82,-6.21,10,8,12,3,3,11,2242,2203,64.1,112.7,0.407,0.391,0.583,50.5,55.1,6.7,9.5,0.552,17.4,34.1,0.286
222,Northern Illinois,30,14,16,0.467,-1.79,-0.14,8,10,10,5,4,11,1971,1989,64,102.3,0.401,0.432,0.548,47.3,54.5,10.5,10.4,0.513,18.7,30.3,0.278
223,Northern Iowa NCAA,35,31,4,0.886,12.54,2,16,2,16,0,9,3,2281,1912,57.4,93.8,0.27,0.379,0.489,48.1,48.5,8.2,8.5,0.456,16.7,26.9,0.192
224,Northern Kentucky,30,13,17,0.433,-6.85,-4.49,7,7,9,6,4,11,2117,2079,65.1,105.6,0.45,0.365,0.539,49.9,49.7,8.4,9.8,0.493,14.4,29.3,0.324
225,Northwestern State,32,19,13,0.594,-5.48,-4.52,13,5,11,4,7,8,2687,2656,75.1,110.5,0.356,0.307,0.562,53.8,53.7,7.9,8.2,0.532,17.3,38.4,0.25
226,Northwestern,32,15,17,0.469,6.11,7.2,6,12,11,7,3,8,2031,2066,60.5,104.8,0.328,0.361,0.514,50.5,59.5,8.5,7.8,0.484,13.2,30.9,0.219
227,Notre Dame NCAA,38,32,6,0.842,19.23,7.02,14,4,17,2,7,2,2963,2499,63.7,101.5,0.241,0.315,0.506,50.2,50,8,7.2,0.479,14.7,32.2,0.172
228,Oakland,33,16,17,0.485,-1.28,1.27,11,5,12,4,4,12,2450,2482,66.7,110.3,0.341,0.357,0.563,49.9,57.5,11.2,8.3,0.534,14.2,29.9,0.242
229,Ohio State NCAA,35,24,11,0.686,19.68,7.37,11,7,18,2,4,6,2635,2204,66,94.7,0.278,0.377,0.497,48.5,57.5,7.7,7.4,0.464,18.5,32,0.196
230,Ohio,30,10,20,0.333,-4.15,0.45,5,13,8,7,1,11,2028,2166,67.2,106.9,0.322,0.346,0.529,51.7,46.6,9.3,8.2,0.493,13.3,30.5,0.235
231,Oklahoma State NCAA,32,18,14,0.563,12.95,9.63,8,10,12,4,3,8,2160,2011,64.6,96.5,0.417,0.322,0.502,51.4,52.4,9.3,11,0.458,17.9,31.9,0.286
232,Oklahoma NCAA,35,24,11,0.686,18.65,9.94,12,6,14,1,5,6,2501,2196,67.4,92.4,0.284,0.345,0.47,48.9,49.4,9.4,9.7,0.441,16.7,31.4,0.186
233,Old Dominion,35,27,8,0.771,7.68,-0.15,13,5,20,0,5,5,2273,1999,61.1,92.9,0.408,0.39,0.499,46.1,50.3,7.7,7.4,0.461,18.4,26.9,0.269
234,Oral Roberts,34,19,15,0.559,-3.83,-1.99,10,6,12,2,5,11,2377,2343,66.4,102.9,0.363,0.307,0.537,50.3,46.2,8.7,8.9,0.502,16.9,30.3,0.257
235,Oregon State,31,17,14,0.548,5.93,4.97,8,10,15,2,2,9,1887,1834,62.1,94.9,0.45,0.408,0.506,51.8,60.4,9.8,9,0.447,20.1,32.4,0.333
236,Oregon NCAA,36,26,10,0.722,11.43,7.65,13,5,17,2,6,4,2713,2550,68,102.7,0.346,0.33,0.513,49.1,47.6,8.1,6.8,0.477,14.2,31.1,0.241
237,Pacific,31,12,19,0.387,-3.19,3.31,4,14,6,8,5,8,1996,2115,62,108.6,0.437,0.365,0.551,48,59.3,8.2,12,0.51,14.2,30.1,0.312
238,Penn State,34,18,16,0.529,7.77,7.1,4,14,10,6,3,8,2273,2250,65.8,99.1,0.415,0.333,0.5,50.3,52.5,8.4,10.1,0.453,15.3,31,0.291
239,Pennsylvania,28,9,19,0.321,-8.32,-1.36,4,10,4,9,5,10,1687,1882,63.1,106,0.398,0.371,0.549,49.6,58.2,10.8,12,0.512,15.8,29.1,0.282
240,Pepperdine,32,18,14,0.563,3.86,2.8,10,8,10,5,7,7,2020,1972,64.2,95.9,0.338,0.302,0.488,50.9,54.9,10.4,8.8,0.454,16.2,32.2,0.225
241,Pittsburgh,34,19,15,0.559,8.45,7.36,8,10,14,4,2,8,2279,2230,61.2,106.1,0.375,0.314,0.54,48.5,54.6,7.8,8.3,0.503,15.1,31.2,0.266
242,Portland State,29,15,14,0.517,-7.75,-4.86,9,9,9,4,6,9,2083,2098,67.2,107.1,0.309,0.339,0.552,52.3,57.2,8.4,7.9,0.52,15.9,32.1,0.226
243,Portland,33,17,16,0.515,3.06,2.67,7,11,9,7,5,7,2315,2253,64.6,104.1,0.36,0.325,0.529,47.2,48.8,10,8,0.488,15,29.7,0.263
244,Prairie View,33,15,18,0.455,-10.86,-8.2,12,6,7,3,7,12,2211,2280,69.2,99.8,0.51,0.305,0.524,54.2,50.6,9.5,9.6,0.482,20.3,39.7,0.339
245,Presbyterian,32,10,22,0.313,-16.26,-4.51,6,12,7,8,3,11,1978,2214,63.3,109.4,0.28,0.426,0.547,50.9,58.5,10.9,7.4,0.523,14.7,32.8,0.194
246,Princeton,31,16,14,0.533,-1.34,-2.92,9,5,11,3,4,9,2066,1972,65,101.1,0.411,0.3,0.533,51.2,47.5,9.1,13.3,0.492,16.3,26,0.291
247,Providence NCAA,34,22,12,0.647,13.71,9.5,11,7,13,4,5,6,2370,2227,65.7,99,0.393,0.363,0.52,47.1,54.1,8.7,8,0.482,17.1,29,0.271
248,Purdue NCAA,34,21,13,0.618,12.93,7.64,12,6,14,3,4,6,2375,2195,64.9,98.3,0.384,0.305,0.497,46.5,51,10.6,8.8,0.454,15.1,30.9,0.266
249,Quinnipiac,30,15,15,0.5,-1.46,-3.66,9,11,10,7,5,7,2092,2026,66.4,99.1,0.334,0.308,0.489,42.1,51.2,9.7,7.8,0.452,12.1,26.5,0.23
250,Radford,34,22,12,0.647,-3.89,-5.53,12,6,12,3,8,8,2476,2301,66.1,100.8,0.349,0.286,0.513,47.9,44.8,9.8,8.8,0.476,16.1,31.7,0.244
251,Rhode Island,33,23,10,0.697,9.31,2.87,13,5,14,2,7,5,2232,1986,66.5,90.1,0.457,0.268,0.483,47.8,48.8,9.9,10.6,0.437,19,29,0.302
252,Rice,32,12,20,0.375,-2.86,-0.79,8,10,7,7,4,10,2052,2107,62.8,102.1,0.398,0.33,0.526,51.2,58.4,10.6,13.6,0.494,16.8,31.3,0.262
253,Richmond,35,21,14,0.6,8.65,3.77,12,6,16,4,4,9,2313,2142,61.9,96.8,0.335,0.293,0.501,54.6,42.6,7.4,9,0.46,17.9,33.3,0.239
254,Rider,33,21,12,0.636,-1.6,-3.11,15,5,10,3,11,5,2153,2103,64.6,97.6,0.377,0.384,0.521,49.7,56.8,10,7.9,0.475,18.8,29.6,0.278
255,Robert Morris NCAA,35,20,15,0.571,-3.02,-3.5,12,6,10,6,8,8,2414,2397,66.7,101.9,0.376,0.364,0.524,52.1,62.2,9.5,9.1,0.493,18.3,35.9,0.248
256,Rutgers,32,10,22,0.313,0.23,8.11,2,16,6,10,2,10,1898,2150,64.9,103.5,0.32,0.376,0.526,51,56.4,9.9,8.5,0.498,15.6,31.4,0.216
257,Sacramento State,33,21,12,0.636,-4.62,-5.45,13,5,13,2,7,9,2342,2250,63.5,107.3,0.323,0.37,0.56,51.7,59.1,8.5,9.4,0.529,17.1,32.1,0.232
258,Sacred Heart,32,15,17,0.469,-7.36,-5.97,9,9,10,5,4,12,2360,2367,69.2,104,0.336,0.346,0.526,49,48.2,10.7,8,0.49,15.8,32.5,0.24
259,Saint Francis (PA),32,16,16,0.5,-5.68,-4.97,9,9,10,3,6,13,2061,2050,63.8,99.7,0.301,0.357,0.522,52.2,48.1,9.2,9.5,0.49,17.5,30.7,0.214
260,Saint Joseph's,31,13,18,0.419,-0.23,2.58,7,11,10,5,3,11,1912,1999,64.1,99.1,0.313,0.336,0.511,49.9,57.3,9.5,9.2,0.483,16.4,30.4,0.209
261,Saint Louis,32,11,21,0.344,-5.38,2.43,3,15,9,9,1,10,1912,2122,63.7,103.3,0.436,0.331,0.547,52.8,57.6,10.7,13.2,0.513,18.4,31.8,0.295
262,Saint Mary's (CA),31,21,10,0.677,8.68,3.78,13,5,14,5,7,4,2141,1984,62.5,100.9,0.33,0.319,0.517,44.7,55.4,9.6,8.9,0.481,13.6,24.4,0.234
263,Saint Peter's,34,16,18,0.471,-2.95,-3.92,8,12,7,6,7,10,2081,2048,61.4,96.7,0.458,0.363,0.508,49.9,52,9.5,10.2,0.452,18,30.5,0.334
264,Sam Houston State,35,26,9,0.743,2.97,-6.03,15,3,16,2,8,5,2592,2101,67.3,88.3,0.402,0.291,0.475,45,57,8.8,9.4,0.436,18.5,26.6,0.26
265,Samford,32,13,19,0.406,-9.41,-5.57,6,12,8,6,4,11,2216,2301,67.2,106.6,0.459,0.314,0.563,52,58.8,9.7,11.6,0.531,18.4,33.4,0.309
266,San Diego State NCAA,36,27,9,0.75,11.81,4.24,14,4,16,1,6,5,2226,1939,60.8,87.7,0.252,0.321,0.465,47.6,46.4,9,10.5,0.433,18.4,29.7,0.175
267,San Diego,31,15,16,0.484,5.03,3.47,8,10,9,4,4,8,2006,1949,63.3,98.5,0.416,0.278,0.52,50.8,51.3,8.4,10.2,0.478,18.2,31.3,0.289
268,San Francisco,32,14,18,0.438,3.08,2.83,7,11,8,8,4,8,2215,2167,65.6,102.5,0.384,0.365,0.527,49.5,52.9,7.8,8.3,0.49,16.4,30.4,0.267
269,San Jose State,30,2,28,0.067,-16.22,1.92,0,18,2,13,0,12,1612,2086,64.3,107.6,0.417,0.342,0.553,54.2,61.1,11.4,9.5,0.526,15.4,30.5,0.274
270,Santa Clara,32,14,18,0.438,-0.38,4.12,7,11,9,6,3,9,2027,2136,61.3,108.5,0.414,0.343,0.55,53.1,59.5,8.4,10.9,0.514,16,33.9,0.29
271,Savannah State,31,9,22,0.29,-18.17,-6.27,5,11,7,5,2,16,1758,2072,66,104.3,0.502,0.289,0.581,53.4,52.7,14,13.8,0.524,21.8,34.1,0.348
272,Seattle,34,18,16,0.529,-5.85,-4.69,7,7,13,5,2,10,2123,2095,62.1,98.8,0.329,0.404,0.503,47,63.2,11.8,9.1,0.463,15.1,27.9,0.238
