Rk,School,Overall G,Overall W,Overall L,Overall W-L%,Overall SRS,Overall SOS,Conference W,Conference L,Home W,Home L,Away W,Away L,Points Team,Points Opponent,MP,Opponent Totals FG,Opponent Totals FGA,Opponent Totals FG%,Opponent Totals 3P,Opponent Totals 3PA,Opponent Totals 3P%,Opponent Totals FT,Opponent Totals FTA,Opponent Totals FT%,Opponent Totals ORB,Opponent Totals TRB,Opponent Totals AST,Opponent Totals STL,Opponent Totals BLK,Opponent Totals TOV,Opponent Totals PF
304,Texas A&M-Corpus Christi,36,24,12,0.667,-2.97,-5.79,12,6,16,2,7,9,2715,2574,1455,874,1994,0.438,285,827,0.345,541,790,0.685,388,1253,473,255,96,587,740
305,Texas A&M,31,16,15,0.516,10.36,7.97,8,10,11,5,3,7,2176,2102,1240,739,1829,0.404,249,708,0.352,375,514,0.73,361,1029,426,205,104,360,539
306,Texas-Arlington,36,27,9,0.75,5.92,-0.87,14,4,14,1,12,7,2818,2516,1440,859,2081,0.413,300,942,0.318,498,762,0.654,399,1273,464,242,117,525,682
307,Texas Christian,39,24,15,0.615,15.64,10.95,6,12,15,6,4,8,2914,2718,1570,988,2230,0.443,273,757,0.361,469,685,0.685,392,1260,580,226,149,509,709
308,Texas-El Paso,32,15,17,0.469,-3.13,-2.51,12,6,8,8,5,6,2217,2202,1300,746,1770,0.421,243,718,0.338,467,690,0.677,279,1088,433,186,63,391,607
309,Texas-Rio Grande Valley,32,10,22,0.313,-11.44,-3.68,2,12,7,7,1,14,2505,2665,1305,884,1881,0.47,239,655,0.365,658,968,0.68,370,1274,534,232,85,525,615
310,Texas-San Antonio,33,14,19,0.424,-7.42,-3.03,8,10,11,3,2,15,2178,2291,1320,796,1832,0.434,237,677,0.35,462,685,0.674,276,1163,431,193,131,406,629
311,Texas Southern NCAA,35,23,12,0.657,-6.41,-7.81,16,2,10,0,11,11,2593,2544,1410,940,2113,0.445,196,603,0.325,466,682,0.683,441,1310,453,182,118,473,742
312,Texas State,36,22,14,0.611,-2.23,-4.29,11,7,13,4,5,9,2407,2256,1455,780,1891,0.412,213,676,0.315,483,673,0.718,349,1197,369,198,134,484,656
313,Texas Tech,32,18,14,0.563,14.11,7.86,6,12,16,3,1,9,2346,2146,1300,731,1690,0.433,255,718,0.355,429,602,0.713,261,956,370,165,80,436,625
314,Texas,33,11,22,0.333,10.99,12.75,4,14,10,7,0,11,2215,2273,1320,820,1932,0.424,218,669,0.326,415,580,0.716,367,1183,396,213,104,414,606
315,Toledo,34,17,17,0.5,1.16,-0.9,9,9,12,4,4,10,2675,2567,1410,986,2140,0.461,208,647,0.321,387,567,0.683,316,1141,424,232,133,351,687
316,Towson,33,20,13,0.606,1.84,-1.28,11,7,12,3,6,8,2447,2285,1335,740,1769,0.418,240,705,0.34,563,820,0.687,296,1043,378,178,135,437,703
317,Troy NCAA,37,22,15,0.595,-0.47,-3.36,10,8,10,4,6,10,2889,2667,1485,933,2182,0.428,295,869,0.339,506,703,0.72,380,1267,464,222,119,463,705
318,Tulane,31,6,25,0.194,-3.98,4.25,3,15,4,10,2,10,2179,2434,1255,843,1788,0.471,235,616,0.381,513,730,0.703,344,1185,424,193,115,440,568
319,Tulsa,32,15,17,0.469,2.45,5.29,8,10,10,5,3,9,2158,2249,1285,786,1810,0.434,254,707,0.359,423,600,0.705,316,1062,389,226,134,400,648
320,UCLA NCAA,36,31,5,0.861,20.67,6.39,15,3,16,1,8,2,3233,2719,1440,1000,2371,0.422,310,849,0.365,409,602,0.679,413,1257,468,226,64,423,615
321,Utah State,32,15,17,0.469,2.9,2.46,7,11,11,5,3,8,2337,2248,1285,789,1871,0.422,237,712,0.333,433,621,0.697,309,1089,446,203,97,360,573
322,Utah Valley,34,17,17,0.5,-1.22,-2.44,6,8,8,5,8,11,2615,2479,1385,886,2135,0.415,222,702,0.316,485,722,0.672,331,1288,455,234,94,471,701
323,Utah,32,20,12,0.625,12.45,4.32,11,7,14,4,5,6,2511,2180,1290,787,1887,0.417,216,632,0.342,390,573,0.681,281,998,367,200,103,385,610
324,Valparaiso,33,24,9,0.727,3.94,-1.59,14,4,15,2,7,6,2465,2274,1330,801,1935,0.414,243,733,0.332,429,619,0.693,326,1114,435,203,105,426,654
325,Vanderbilt NCAA,35,19,16,0.543,13.69,10.72,10,8,11,5,5,6,2489,2385,1405,862,2028,0.425,226,669,0.338,435,622,0.699,339,1209,399,193,104,379,587
326,Vermont NCAA,35,29,6,0.829,6.67,-3.27,16,0,16,1,11,3,2571,2174,1400,812,1918,0.423,199,596,0.334,351,498,0.705,315,1066,363,186,95,453,644
327,Villanova NCAA,36,32,4,0.889,23.8,9.28,15,3,14,1,9,2,2779,2256,1440,846,2018,0.419,251,807,0.311,313,445,0.703,336,1073,482,185,73,475,656
328,Virginia Commonwealth NCAA,35,26,9,0.743,11.57,3.77,14,4,15,1,7,4,2616,2343,1420,800,1897,0.422,202,597,0.338,541,776,0.697,334,1185,371,192,129,515,678
329,VMI,30,6,24,0.2,-13.91,-1.8,3,15,5,9,1,14,2057,2346,1200,826,1709,0.483,244,616,0.396,450,671,0.671,308,1125,450,213,74,390,483
330,Virginia Tech NCAA,33,22,11,0.667,12.77,8.38,10,8,15,2,4,6,2610,2465,1330,902,2029,0.445,264,728,0.363,397,554,0.717,359,1146,450,179,129,383,633
331,Virginia NCAA,34,23,11,0.676,20.63,10.93,11,7,12,4,7,5,2246,1916,1380,658,1653,0.398,209,658,0.318,391,559,0.699,264,1022,333,168,91,432,500
332,Wagner,30,16,14,0.533,-7.13,-7.89,11,7,8,7,8,7,2047,1973,1215,670,1640,0.409,197,587,0.336,436,630,0.692,326,967,352,169,75,366,583
333,Wake Forest NCAA,33,19,14,0.576,14.19,9.8,9,9,11,3,5,8,2733,2588,1320,891,1948,0.457,270,755,0.358,536,740,0.724,323,1109,470,199,125,385,699
334,Washington State,31,13,18,0.419,0.13,6.87,6,12,9,7,2,7,2179,2376,1245,881,1917,0.46,248,705,0.352,366,527,0.694,322,1125,450,177,90,314,512
335,Washington,31,9,22,0.29,2.15,6.82,2,16,7,9,1,11,2368,2513,1245,898,1926,0.466,236,591,0.399,481,669,0.719,345,1091,470,219,118,372,571
336,Weber State,34,20,14,0.588,-2.32,-5.13,12,6,10,3,7,8,2714,2505,1380,937,2075,0.452,197,557,0.354,434,587,0.739,366,1197,404,165,77,406,702
337,West Virginia NCAA,37,28,9,0.757,24.45,9.67,12,6,16,2,6,4,3014,2467,1505,826,1948,0.424,250,708,0.353,565,827,0.683,393,1274,442,209,142,740,792
338,Western Carolina,32,9,23,0.281,-15.3,-0.7,4,14,6,8,3,13,1965,2347,1280,770,1731,0.445,248,699,0.355,557,794,0.702,309,1137,457,268,127,432,536
339,Western Illinois,28,8,20,0.286,-11,-2.38,5,11,5,8,3,11,2012,2151,1145,729,1671,0.436,214,527,0.406,479,656,0.73,244,1051,376,182,72,289,484
340,Western Kentucky,32,15,17,0.469,-5.8,-2.89,9,9,11,3,4,12,2209,2302,1280,853,1887,0.452,266,722,0.368,330,467,0.707,297,1104,472,173,92,343,574
341,Western Michigan,32,16,16,0.5,-0.78,-0.55,11,7,13,2,3,9,2417,2408,1285,858,1824,0.47,247,684,0.361,445,631,0.705,275,1068,448,193,96,423,636
342,Wichita State NCAA,36,31,5,0.861,21.24,2.96,17,1,16,1,9,1,2916,2246,1440,754,2000,0.377,241,775,0.311,497,718,0.692,321,1154,373,189,120,488,752
343,William & Mary,31,17,14,0.548,-0.14,-0.73,10,8,13,1,3,12,2534,2411,1250,838,1898,0.442,270,775,0.348,465,659,0.706,319,1077,412,197,114,343,583
344,Winthrop NCAA,33,26,7,0.788,1.34,-6.12,15,3,13,3,12,3,2615,2322,1350,811,1990,0.408,219,700,0.313,481,666,0.722,355,1207,331,199,108,462,644
345,Wisconsin NCAA,37,27,10,0.73,19.4,9.4,12,6,15,2,5,5,2678,2308,1500,822,1992,0.413,251,667,0.376,413,559,0.739,313,1142,375,197,115,473,678
346,Wofford,33,16,17,0.485,-0.71,-1.08,10,8,11,2,4,10,2593,2479,1350,881,1868,0.472,216,632,0.342,501,688,0.728,303,1092,409,210,90,411,604
347,Wright State,32,20,12,0.625,-1.02,-2.42,11,7,12,4,8,7,2465,2317,1290,804,1821,0.442,242,716,0.338,467,662,0.705,287,1055,384,216,97,462,690
348,Wyoming,38,23,15,0.605,2.83,0.55,8,10,19,3,3,10,2961,2833,1545,957,2381,0.402,257,828,0.31,662,914,0.724,409,1495,427,259,111,460,809
349,Xavier NCAA,38,24,14,0.632,14.8,11.51,9,9,12,4,4,8,2836,2711,1525,964,2144,0.45,283,847,0.334,500,716,0.698,327,1188,530,243,143,454,807
350,Yale,29,18,11,0.621,0.21,-2.19,9,5,10,3,7,7,2151,2028,1165,744,1736,0.429,218,663,0.329,322,453,0.711,300,959,385,192,105,341,506
351,Youngstown State,34,13,21,0.382,-9.75,-2.56,5,13,7,7,3,12,2616,2801,1390,1034,2239,0.462,280,810,0.346,451,628,0.718,397,1381,555,200,114,418,599
